content,news_id,org_list
家登公布半年報，上半年EPS089元。此外，公司斥資38億元，取得迅得400萬股私募增資普通股，家登表示，將與迅得策略結盟，共同打造半導體先進製程解決方案。家登上半年營收1249億元，營業淨利109億元，歸屬於母公司業主淨利7462萬元，基本每股盈餘089元。家登第二季業績比去年同期下滑，單季每股淨利054元，低於去年同期的164元。上半年EPS089元，低於去年同期的178元。隨著疫情趨緩，下半年半導體旺季預計將更上層樓。家登董事會11日決議參與認購迅得機械私募增資普通股，將以每股95元，取得400萬股迅得機械私募增資普通股，總金額38億元。家登定位為「全球關鍵材料創新技術的整合服務商」，連續幾年在台灣半導體展與設備大廠迅得聯展，搭配迅得自動化機台將家登智慧載具功能全面體現,113,"[(16, 19, 'ORG', 'eps'), (57, 59, 'ORG', '家登'), (235, 240, 'ORG', '家登董事會'), (296, 298, 'ORG', '家登')]"
今年進一步確立合作模式，家登將透過參與迅得私募普通股，透過策略性結盟，結合彼此的優勢：家登的載具專業、家登自動化的儲櫃經驗、迅得的物流系統與模組能量，打造半導體先進製程解決方案，創造彼此的成長與雙贏。家登與迅得聯手切入EUV傳載自動化系統領域，最新代表作為極紫外光LitePurgeStocker長期儲存方案，第一座產品即將在本月完成出機，待客戶驗證後能快速擴大普及率。此外，迅得擁有半導體智慧倉儲系統等自動化物料搬運系統之專業能力，家登將在下半年於廠內建置AMHS全自動清洗線，全力發展家登晶圓傳載解決方案自動化生產。下一步，家登也會借重迅得專業自動化的工程服務、自動化系統設備製造及開發經驗，加速跨足半導體光罩倉儲自動化搬運系統佈局，將可增加聯盟業務機會，擴大市場規模效益。,113,"[(17, 19, 'ORG', '家登'), (48, 50, 'ORG', '家登'), (105, 107, 'ORG', '家登'), (287, 289, 'ORG', '家登')]"
工業電腦廠事欣科股東常會通過配息05元，今日以231元參考價除息交易。由於第二季營運顯著轉盈、獲利回升至近7季高點，開盤即以勁揚476％的242元瞬間完成填息，隨後飆升952％至253元，領漲工業電腦族群。事欣科2021年第二季合併營收685億元，季增達5816％、年減1706％，為近1年高點。毛利率2103％、營益率779％，分創近5季及4年半高點，本業終止連4季虧損。稅後淨利042億元，季增達3117％、較去年同期大幅轉盈，每股盈餘052元，雙創近7季高點。合計事欣科上半年合併營收1119億元、年減5344％，為近5年低點。毛利率雖降至1728％的近6年低點，但營益率逆勢回升至083％、創近3年高點。配合業外收益增加，使稅後淨利075億元、每股盈餘092元，較去年同期虧損051億元、每股虧損062元大幅轉盈。事欣科以北美為營運重心，營運去年4月起受疫情衝擊而轉弱,114,"[(112, 115, 'ORG', '事欣科'), (260, 263, 'ORG', '事欣科'), (400, 403, 'ORG', '事欣科')]"
隨著北美疫情逐漸受控解封，在美國博奕大客戶重啟拉貨及連鎖速食大廠點餐機挹注下，上半年營收逐月升溫，營收規模回升帶動第二季本業顯著轉盈，抵銷匯損使業外轉虧影響，帶動整體獲利同步反彈。而事欣科上半年營收衰退較大，主因喪失對轉投資工具機廠恩德控制力，去年6月起營收不再計入合併財報，若排除恩德營收合併影響，則第二季合併營收為季增5895％、年增近113倍，上半年合併營收年增354％，顯示工業電腦本業營運逐步回溫。同時，事欣科美國子公司去年取得美國小企業管理局授權銀行借款，用以發放員工薪資及相關福利支出，若符合所有特定條件即可申請豁免。此借款在首季順利通過審核，於業外認列政府補助收入約8522萬元，亦增添獲利回升動能。展望後市，隨著第三季將步入產業旺季，事欣科近期再傳接獲博奕大單，配合美國疫情解封、經濟重啟助益，將推升營運規模向上。據了解，此次接獲的博奕大單將在墨西哥廠生產，有助該廠規模經濟及生產效能發揮，朝擴產後營運目標邁進，推升整體獲利成長。,114,"[(96, 99, 'ORG', '事欣科'), (214, 222, 'ORG', '事欣科美國子公司'), (390, 394, 'ORG', '墨西哥廠')]"
台灣線上零售業龍頭富邦媒上半年每股盈餘為915元，其中第2季營收及獲利同步創下單季歷史新高，累計前7月合併營收為47792億元，年成長3247%，受指數編纂公司MSCI將公司轉進全球標準型指數激勵，富邦媒今天早盤股價逆勢走高。MSCI今天公布季度調整結果，富邦媒從全球小型指數刪除，轉進全球標準型指數，調整結果預計31日收盤生效。富邦媒旗下通路包含momo購物網、摩天商城、電視購物及型錄，台灣本土新冠肺炎疫情自5月中大爆發，三級警戒推升電商營運，第2季合併營收為2226億元，年成長406%，創單季歷史新高，BITDA為1335億元，年增103%，歸屬於母公司業主稅後盈餘為88億元，年增882%，亦是單季歷史新高，業已追溯無償配股影響之每股盈餘為486元，累計110年1月至6月合併營收約4062億元，較去年同期成長313%，稅後盈餘約1665億元，年增826%，業已追溯無償配股影響每股盈餘915元,117,"[(14, 17, 'ORG', '富邦媒'), (112, 115, 'ORG', '富邦媒'), (126, 130, 'ORG', 'msci'), (141, 144, 'ORG', '富邦媒'), (178, 181, 'ORG', '富邦媒'), (187, 194, 'ORG', 'momo購物網'), (195, 199, 'ORG', '摩天商城')]"
富邦媒表示，隨著5月份防疫升級，再掀「宅經濟」熱潮，除了防疫用品，同時暢旺居家辦公學習、自煮風潮、居家娛樂等買氣，而疫情期間民眾宅在家，線上購物成為生活消費重要管道，在規模經濟效益之下，第二季momo網路購物的年增率創下單季歷史新高達446%，疫情期間民眾宅在家，線上購物成為生活消費重要管道，momo長期深耕品牌力與商品力，進一步滿足消費者多元的商品需求，齊步帶動第二季五大品類健康休閒、3C家電、居家生活、美妝保健、流行精品呈雙位數成長。momo第2季新客年增率成長近20%，整體有購會員數也較去年同期成長近20%，顯見消費行為不僅加速轉往線上化的趨勢，加深網購黏著度。而兒童節、母親節、端午節等「節慶商機」，以及電商購物大節「618年中大促」檔期活動繳出年增5成的亮眼佳績，皆為第2季成長動能加足馬力。隨著本土疫情趨緩，富邦媒7月合併營業收入為717億元，月減1385%，年增396%，再創歷年同月新高，累計1至7月合併營收約4779億元，較去年同期成長325%，亦是歷年同期新高。,117,"[(228, 232, 'ORG', 'momo'), (370, 373, 'ORG', '富邦媒')]"
封測龍頭日月光投控今日召開股東常會，通過2020年財報及盈餘分配案，決議配發每股現金股利42元，以今日平盤價127元計算，現金殖利率約331％。會中亦完成董事改選，矽品前董事長林文伯正式裸退，由營運長張衍鈞遞補出任。日月光投控新任10席董事為董事長張虔生、總經理張洪本、營運長吳田玉、財務長董宏思、高雄廠總經理羅瑞榮、中壢廠總經理陳天賜，矽品董事長暨總經理蔡祺文、營運長張衍鈞，環旭董事長陳昌益，張能傑。新任3席獨董為游勝福、何美玥、翁文祺。日月光投控2020年合併營收476978億元、年增1544％，歸屬母公司稅後淨利27592億元、年增達6376％，每股盈餘647元，全數改寫新高。其中，半導體封測營收約2659億元、年增101％，電子代工營收約2047億元、年增235％。日月光投控董事長張虔生指出，去年在美國出口管制政策羈絆及匯率大幅波動影響下，整體財務數據皆有顯著成長，實屬難能可貴。未來在合併綜效、經濟規模、效率提升及技術領導優勢上，今年營益率將可望持續提升,118,"[(9, 14, 'ORG', '日月光投控'), (87, 89, 'ORG', '矽品'), (113, 118, 'ORG', '日月光投控'), (154, 157, 'ORG', '高雄廠'), (164, 167, 'ORG', '中壢廠'), (174, 176, 'ORG', '矽品'), (194, 196, 'ORG', '環旭'), (226, 231, 'ORG', '日月光投控'), (361, 366, 'ORG', '日月光投控')]"
張虔生表示，半導體業因疫情帶動的遠距商機、5G運用及全球供應鏈重組而受惠，國際貨幣基金預估今年全球經濟成長率為55％、2022年為42％，而半導體業的成長將更甚於此，疫情對半導體業帶來結構性改變，是新挑戰也是新契機。張虔生指出，封測業務量已在去年第四季前復甦，優於先前預期，目前產能維持滿載、尤以打線封裝需求相當強勁，產能缺口預計今年將持續。而去年系統級封裝營收年增50％至35億美元，新專案增加營收達386億美元，預期今年成長動能將延續。日月光投控營運長吳田玉認為，台灣半導體業面對保護主義、平行世界、遠端連結等三大挑戰，過去在分工、分散、區域平等趨勢下建立完整產業鏈架構，成為全球高科技產品主要供應者。未來在保護主義形成後，需思考在共生循環的價值思維中如何對應。吳田玉指出，在美中貿易戰與後疫情時代，中國大陸與歐美恐將走向各自營運的市場，日月光投控必須及早為配置不同市場而產生的成本、法規及人力資源研擬策略，並適應及精熟於各項交易、商展、聯繫轉為虛實整合形式的營運型態。,118,"[(42, 48, 'ORG', '國際貨幣基金'), (225, 230, 'ORG', '日月光投控'), (376, 381, 'ORG', '日月光投控')]"
鴻海今日召開電話法說，財務長黃德才表示，去年資本支出受疫情影響較保守、約655億元，今年規模將較高，主要用於全球產能布局及數位轉型升級需求，包括自動化、資通訊及電動車產能都是客戶考量，在台灣、中國大陸、越南、印度、墨西哥等地均有投資。劉揚偉表示，第三季營收展望為考量目前情況後做出的預測，若缺料狀況及東南亞疫情沒有擴大，認為下半年毛利率會優於上半年。而隨著F10現況優化、F20數位轉型、F30轉型升級效益逐步顯現，明年或後年整體毛利率會持續提升。劉揚偉坦言，材料短缺的確影響產品組合及毛利率，系統組裝是賺代工費與管理財，相關成本會轉嫁客戶，但營收若因漲價而擴大，毛利率反會下跌。今年目標聚焦EPS最大化的獲利成長，中期透過數位轉型及CMM模式，認為2025年毛利率有機會達10％目標,119,"[(5, 7, 'ORG', '鴻海')]"
半導體布局方面，鴻海先前透過子公司取得馬來西亞DagangNexchang約503％股權，藉此間接投資馬國8吋晶圓廠矽佳，日前再宣布買下旺宏「起家厝」6吋晶圓廠，定位為第三代半導體碳化矽研發及小量生產基地。董事長劉揚偉表示，取得旺宏6吋廠符合半導體垂直整合需求，希望未來在個別小領域IC，能進入全球排名前十名。DNeX方面正進行展開工程跟商務討論、並簽訂相關協議，預期1～2個月會有結果。與國巨合資設立的國創半導體，預期對營收貢獻效益顯現較快。劉揚偉指出，國創半導體將針對電動車客戶，提供類比及功率IC穩定供應方案，讓客戶不會面臨缺料風險。目前正致力於公司設立及團隊建置，預期明年會看到相關布局效益，目標國創營收2022年達20億元、2025年達500億元。,119,"[(13, 15, 'ORG', '鴻海'), (83, 85, 'ORG', '旺宏'), (86, 89, 'ORG', '起家厝'), (129, 134, 'ORG', '旺宏6吋廠'), (214, 216, 'ORG', '國巨'), (221, 226, 'ORG', '國創半導體'), (247, 252, 'ORG', '國創半導體')]"
